message,label
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam
I need... Coz i never go before ,ham
Yar but they say got some error.,ham
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",ham
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,ham
Not able to do anything.,ham
You are right. Meanwhile how's project twins comin up,ham
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham
K..k.:)congratulation ..,ham
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
So that takes away some money worries,ham
Double eviction this week - Spiral and Michael and good riddance to them!,ham
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham
U're welcome... Caught u using broken english again...,ham
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham
A guy who gets used but is too dumb to realize it.,ham
If india win or level series means this is record:),ham
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham
i can call in  &lt;#&gt;  min if thats ok,ham
It only does simple arithmetic not percentages.,ham
"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham
I am in hospital da. . I will return home in evening,ham
Wat time u finish ur lect today?,ham
Haven't left yet so probably gonna be here til dinner,ham
How are you doing. How's the queen. Are you going for the royal wedding,ham
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham
How much did ur hdd casing cost.,ham
Well thats nice. Too bad i cant eat it,ham
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",ham
Ok. C u then.,ham
Ok lor ü reaching then message me.,ham
Sorry i missed your call. Can you please call back.,ham
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,ham
Have you not finished work yet or something?,ham
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,spam
I will lick up every drop :) are you ready to use your mouth as well?,ham
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Ü give me some time to walk there.,ham
Really dun bluff me leh... U sleep early too. Nite...,ham
What not under standing.,ham
How long does it take to get it.,ham
"Did you say bold, then torch later. Or one torch and 2bold?",ham
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,ham
So what do you guys do.,ham
Then anything special?,ham
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham
That seems unnecessarily affectionate,ham
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,ham
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,spam
Was it something u ate?,ham
R u still working now?,ham
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,ham
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
Nt joking seriously i told,ham
"Nah, Wednesday. When should I bring the mini cheetos bag over?",ham
"Sorry, I'll call later",ham
Sounds great! Im going to sleep now. Have a good night!,ham
WOT U UP 2 J?,ham
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,ham
So u wan 2 come for our dinner tonight a not?,ham
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
Happy birthday... May u find ur prince charming soon n dun work too hard...,ham
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,ham
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ham
Okie.. Thanx..,ham
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",ham
No b4 Thursday,ham
"By the way, 'rencontre' is to meet again. Mountains dont....",ham
"Aldrine, rakhesh ex RTM here.pls call.urgent.",ham
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham
Go fool dont cheat others ok,ham
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham
:-( sad puppy noise,ham
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham
Okie,ham
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",ham
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",ham
Okie...,ham
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
Send me your resume:-),ham
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,ham
Dhoni have luck to win some big title.so we will win:),ham
I'm at home. Please call,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
"I'm not sure, I was just checking out what was happening around the area",ham
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",ham
Yes. Rent is very expensive so its the way we save.,ham
Was the actual exam harder than NBME,ham
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
Free any day but i finish at 6 on mon n thurs...,ham
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,spam
Ok... Let u noe when i leave my house.,ham
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham
Do you hide anythiing or keeping distance from me,ham
Ok.ok ok..then..whats ur todays plan,ham
Mine here like all fr china then so noisy.,ham
What happened to our yo date?,ham
Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
O ic lol. Should play 9 doors sometime yo,ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam
Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam
Fuck babe ... What happened to you ? How come you never came back?,ham
Am in gobi arts college,ham
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham
"Ya ok, then had dinner?",ham
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham
Still otside le..u come 2morrow maga..,ham
Hey what are you doing. Y no reply pa..,ham
Ok i've sent u da latest version of da project.,ham
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,ham
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",ham
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham
Well good morning mr . Hows london treatin' ya treacle?,ham
Have you bookedthe hut? And also your time off? How are you by the way?,ham
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,ham
